KO	X103post	X103pre	X104post	X104pre	X107post	X107pre	X109post	X109pre	X111post	X111pre	X116post	X116pre	X118post	X118pre	X119post	X119pre	X123post	X123pre	X124post	X124pre	X127post	X127pre	X130post	X130pre	X133post	X133pre	X138post	X138pre	X139post	X139pre	X140post	X140pre
K19158	16	1	16	8	9	8	13	5	7	6	2	5	8	3	4	3	6	2	4	1	7	10	6	7	3	6	7	3	10	3	10	13
K19159	1	0	2	1	5	2	2	0	1	1	2	1	1	0	1	1	3	1	0	1	2	3	1	2	3	4	1	1	1	0	2	2
K19160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K19164	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K19165	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K19166	0	0	4	2	0	0	2	2	1	2	0	2	8	1	2	1	1	0	0	0	1	2	2	5	0	2	2	1	0	1	1	0
K19167	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
K19168	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19171	0	0	3	0	0	1	0	0	1	1	0	1	1	0	2	1	0	4	0	0	0	0	0	0	0	0	1	1	0	0	1	0
K19180	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
K19181	3	0	0	0	0	0	0	0	0	0	3	0	0	5	0	3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19191	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	8	0	0	3	1	0	0	0	0	0	0
K19200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K19215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19220	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0
K19221	12	0	15	7	7	8	8	4	6	6	6	3	11	4	5	3	6	7	4	2	6	16	7	7	6	8	6	3	7	3	8	10
K19222	1	0	13	10	7	5	6	3	3	2	0	5	7	4	4	2	2	0	0	0	12	13	4	5	0	5	4	2	2	3	6	5
K19223	0	0	3	1	4	1	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	2	1	1	0	0	0	0	1	0
K19224	9	0	12	6	3	5	7	4	4	4	2	4	12	4	4	2	3	1	4	2	4	5	5	6	2	2	4	2	6	1	6	7
K19225	6	0	15	10	12	6	5	2	5	2	5	5	9	8	4	4	3	2	1	0	14	20	6	8	5	4	4	2	6	3	7	7
K19226	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0
K19227	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19228	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19229	0	0	1	2	4	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	3	1	1	0	3	0	0	0	0	1	0
K19230	3	0	1	3	0	0	0	1	0	1	2	0	0	5	0	2	1	0	0	0	1	11	1	1	1	4	0	0	0	0	0	0
K19231	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
K19234	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	8	0	0	0	0	0	0
K19235	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	0	0
K19236	0	0	0	4	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	6	0	0	0	10	0	0	0	0	0	0
K19238	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19239	3	0	0	1	0	0	0	0	0	1	1	1	0	5	1	3	3	0	0	0	1	2	0	0	1	3	0	0	0	0	1	1
K19244	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19265	14	1	32	21	16	12	11	5	9	6	2	11	15	15	8	7	6	1	3	1	22	21	9	12	3	13	7	3	7	4	11	12
K19266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K19267	1	0	11	8	6	5	0	0	2	1	0	4	2	2	3	1	1	4	0	0	11	11	3	3	0	3	3	1	2	2	5	4
K19270	16	1	26	17	13	9	14	7	8	7	7	8	14	17	6	7	9	1	2	1	17	28	9	13	4	15	9	4	8	5	12	14
K19271	4	1	28	20	19	13	8	4	6	3	3	12	12	12	10	6	8	5	0	0	29	24	10	11	4	3	8	4	5	5	15	14
K19280	3	0	3	1	1	2	3	1	2	2	0	0	0	0	0	0	1	0	1	0	2	3	1	1	0	0	2	1	1	1	3	4
K19285	8	0	31	19	16	12	11	7	6	5	3	13	20	10	12	6	7	1	2	0	27	31	11	12	2	8	10	5	5	5	14	15
K19286	1	0	13	9	7	5	6	4	3	3	0	6	11	4	5	2	5	0	0	0	12	10	5	8	0	0	4	2	2	3	7	6
K19294	21	1	51	30	32	24	25	11	20	15	4	18	30	12	15	7	14	15	7	2	30	37	17	24	7	6	14	7	15	7	23	26
K19302	13	1	58	33	29	23	19	7	14	10	4	21	20	13	17	8	10	13	5	4	40	44	16	19	6	13	14	7	11	8	24	22
K19303	2	0	2	2	0	1	2	1	1	1	0	0	0	0	0	0	1	0	1	0	2	5	1	0	0	5	1	1	1	1	2	2
K19304	2	1	35	24	23	15	22	10	9	8	0	19	23	11	15	7	15	7	0	1	32	37	13	17	0	3	12	7	7	6	20	18
K19309	14	1	16	9	15	10	12	5	8	6	4	4	9	3	3	2	4	5	4	1	9	12	5	7	3	4	7	3	7	3	10	13
K19310	13	1	15	7	14	10	12	5	7	7	6	3	9	3	4	2	4	4	4	1	8	12	5	4	9	7	8	3	4	4	11	14
K19312	1	0	18	11	8	5	17	9	4	4	0	8	18	7	6	3	6	0	1	1	13	12	7	11	1	4	6	3	3	3	7	7
K19333	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19334	8	0	9	6	3	5	6	3	3	4	0	3	6	3	3	2	3	0	3	0	4	7	3	1	0	4	5	2	2	2	5	7
K19335	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19336	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19337	3	0	4	4	2	2	3	2	2	2	2	0	1	0	0	0	1	1	1	0	2	6	1	1	3	4	2	1	2	2	3	4
K19338	2	0	12	9	6	5	4	2	3	4	1	2	1	0	0	0	1	4	4	5	2	6	3	4	1	4	1	1	1	1	4	3
K19340	14	1	25	14	12	12	12	6	7	6	4	10	13	10	7	6	6	9	4	1	17	24	8	9	4	4	8	4	8	4	13	14
K19341	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K19342	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K19350	3	0	1	1	3	1	1	0	0	1	1	0	1	5	0	2	2	4	0	0	1	2	0	1	2	1	0	0	0	0	1	0
K19353	1	0	16	9	7	5	1	0	3	2	0	5	2	3	4	1	1	0	2	4	12	13	5	4	0	9	3	1	2	2	5	4
K19354	14	2	35	17	16	12	18	7	11	10	4	12	11	14	9	9	11	0	3	1	23	25	9	11	2	9	13	6	6	7	18	19
K19355	3	0	10	4	1	1	4	1	6	3	0	3	1	0	1	0	0	1	1	0	1	0	2	5	0	0	0	0	3	1	1	1
K19405	3	0	2	1	0	0	0	0	0	1	2	0	0	5	0	2	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0
K19411	3	0	2	1	0	0	0	0	0	1	2	0	0	5	0	2	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0
K19416	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19421	10	0	18	9	4	6	16	8	8	6	1	7	15	5	6	3	4	4	3	0	6	16	6	7	1	2	7	3	6	2	7	9
K19422	4	0	4	1	1	1	2	1	2	1	0	0	1	0	0	0	1	0	1	0	1	2	1	2	0	0	1	1	4	1	3	3
K19423	6	1	16	10	7	7	3	1	6	3	0	4	2	2	2	1	3	4	2	0	13	20	6	6	0	0	4	2	6	4	7	9
K19424	21	1	40	16	12	15	11	5	11	8	4	12	17	8	13	8	6	5	7	1	19	18	10	9	2	11	13	6	13	5	17	19
K19425	13	0	18	6	4	5	13	6	5	5	4	8	15	15	8	9	5	1	4	2	4	4	4	6	3	8	6	3	4	1	7	6
K19427	39	2	61	28	21	26	32	15	16	16	7	23	32	30	21	18	15	3	11	2	31	32	16	11	7	23	23	10	9	7	29	34
K19428	13	1	27	13	14	10	15	5	7	7	5	11	10	16	10	10	8	6	2	1	15	21	7	8	5	7	7	3	3	2	10	9
K19429	0	0	3	0	0	0	0	0	1	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
K19430	0	0	7	3	3	1	8	2	3	2	0	4	3	1	2	1	1	0	0	0	1	9	1	3	1	0	2	1	0	0	2	0
K19431	0	0	1	2	1	1	0	0	1	1	0	1	2	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
K19504	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19505	0	0	2	1	2	1	1	0	1	1	1	1	0	0	1	1	2	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1
K19506	1	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
K19507	1	0	1	1	1	0	1	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
K19508	3	0	2	2	1	1	3	1	1	1	6	0	0	0	0	1	1	1	0	0	2	3	1	1	1	3	1	0	2	1	1	2
K19509	4	0	4	2	2	2	4	1	2	2	7	1	0	0	0	1	1	1	1	0	2	3	1	1	1	1	3	1	2	1	3	4
K19510	1	0	0	1	0	0	1	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K19540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19545	0	0	3	0	1	0	0	0	1	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
K19549	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K19577	5	0	16	11	8	5	3	2	3	3	0	7	8	7	6	3	7	0	0	0	13	15	5	7	2	16	5	3	3	3	8	7
K19585	4	0	17	13	8	6	15	7	3	3	1	8	12	9	5	4	4	0	2	2	12	11	6	9	1	1	5	2	2	3	6	7
K19586	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19587	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19588	0	0	4	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
K19591	17	1	23	12	10	12	12	6	8	9	1	7	13	5	7	4	6	5	6	1	9	23	7	5	3	10	9	4	4	3	12	16
K19594	6	1	15	12	7	5	11	6	3	4	3	7	13	15	5	7	5	0	1	1	13	12	6	8	1	4	5	2	2	3	6	6
K19597	1	0	11	7	6	4	0	0	2	1	0	4	2	2	3	1	1	0	0	0	11	9	3	3	0	0	3	1	2	2	5	4
K19609	11	0	12	7	8	7	12	6	5	5	0	4	12	4	4	2	4	0	3	1	6	8	5	7	0	2	6	3	5	2	7	9
K19610	2	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	1	0	1	1	1	2
K19611	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0
K19641	7	1	18	14	10	6	8	5	4	4	2	7	14	12	6	5	7	0	1	0	20	19	7	10	1	6	6	3	4	4	8	10
K19661	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K19665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K19688	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19689	11	1	8	4	3	5	5	3	3	4	4	3	6	7	3	5	4	1	4	1	4	13	3	2	2	3	5	2	2	1	5	8
K19693	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
K19694	5	0	6	3	3	4	3	2	1	2	3	3	6	3	3	2	1	1	2	1	3	2	2	1	1	2	3	1	2	0	3	4
K19696	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K19697	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19701	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19702	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0
K19712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K19713	3	0	0	1	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K19715	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1
K19721	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	1	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0
K19745	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0
K19775	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	0	0
K19776	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K19777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19778	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K19784	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0
K19789	2	0	9	5	3	3	4	2	3	2	0	3	5	2	3	1	2	0	1	0	7	8	3	4	0	3	3	2	2	2	4	4
K19793	0	0	1	1	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	1
K19802	4	0	5	4	1	2	9	4	3	3	0	1	6	1	1	0	2	0	2	1	3	6	2	4	0	3	4	2	1	2	3	5
K19803	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K19804	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K19810	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K19817	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
K19824	12	1	27	15	16	13	14	6	10	7	3	10	15	7	9	4	7	6	5	2	18	41	10	11	4	4	9	4	8	4	14	15
K19837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19954	8	0	14	11	9	8	8	5	6	4	3	4	13	4	4	2	3	10	3	1	5	22	6	8	5	5	4	2	5	1	5	6
K19955	12	1	43	23	26	18	10	3	10	6	5	14	17	14	12	8	9	8	3	1	33	35	14	16	11	12	10	4	10	6	20	17
K19956	5	0	8	3	6	5	5	2	2	2	2	2	6	3	3	2	1	3	2	1	4	4	3	2	6	10	4	1	1	0	4	4
K19966	7	0	7	3	2	4	4	2	2	3	0	3	6	3	3	2	2	0	3	1	3	11	3	1	0	2	4	1	1	1	4	5
K19973	7	0	5	2	1	0	1	0	3	2	2	1	1	6	0	2	1	1	1	0	1	1	1	3	1	1	0	0	3	1	1	1
K19975	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19976	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K19997	4	1	25	17	13	10	13	7	5	4	0	8	16	6	5	2	5	0	1	0	25	22	10	14	0	0	9	4	5	6	11	13
K20023	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K20025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K20034	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K20035	1	0	12	8	7	4	6	3	2	1	0	5	7	3	4	2	2	0	0	0	12	10	4	5	0	0	4	2	2	2	6	5
K20037	0	0	1	0	2	1	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	9	1	0	3	2	0	0	0	0	1	0
K20038	0	0	1	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	17	1	0	1	1	0	0	0	0	0	0
K20073	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20074	26	1	31	12	14	11	15	8	14	10	10	8	21	17	7	8	7	13	6	2	9	19	9	16	12	15	9	4	14	4	12	14
K20107	0	0	3	0	3	1	1	0	1	0	9	0	1	0	0	0	0	7	0	0	1	18	1	1	8	4	0	0	1	1	2	1
K20108	0	0	3	0	3	1	1	0	1	0	9	0	1	0	0	0	0	7	0	0	1	18	1	1	8	4	0	0	1	1	2	1
K20116	14	0	23	13	12	9	10	3	10	5	11	5	9	4	5	3	2	10	5	2	8	43	9	11	12	19	4	1	14	3	8	7
K20117	24	0	36	18	18	16	17	6	16	9	12	9	16	6	8	5	5	15	8	3	14	73	14	16	14	22	9	3	19	5	14	15
K20118	24	0	36	18	18	16	17	6	16	9	12	9	16	6	8	5	5	15	8	3	14	73	14	16	14	22	9	3	19	5	14	15
K20151	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K20170	3	0	8	4	4	4	11	5	5	7	0	8	6	2	8	5	16	0	1	0	4	5	4	6	0	0	6	5	3	2	10	9
K20201	3	0	0	0	0	0	0	0	0	0	2	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K20215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20265	6	0	13	9	9	5	6	3	3	4	5	8	8	10	6	5	8	1	0	0	13	14	5	7	2	6	5	3	3	3	9	8
K20266	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K20276	3	0	3	1	2	2	2	0	1	0	1	0	1	0	0	0	1	8	0	0	1	1	1	2	2	2	1	0	4	1	1	1
K20333	6	0	2	2	0	0	5	3	0	2	3	1	7	10	0	5	3	0	0	0	1	0	2	5	1	1	1	0	0	1	0	1
K20341	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20342	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20343	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20344	19	1	33	15	13	12	15	5	15	10	7	9	10	4	8	4	7	6	7	1	14	17	9	14	6	3	10	4	15	6	16	17
K20345	13	0	15	5	4	6	6	3	6	4	1	4	8	3	5	3	3	1	4	0	5	6	4	5	1	2	6	2	8	2	8	9
K20373	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K20429	3	0	13	7	10	4	6	3	6	3	0	6	7	3	6	3	4	0	0	0	9	9	3	6	1	0	4	3	4	2	7	5
K20444	31	2	67	36	41	30	47	18	20	19	6	28	35	19	25	15	18	5	9	2	41	59	20	21	5	14	25	12	11	9	34	36
K20451	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
K20453	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K20454	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K20455	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
K20459	21	1	24	13	19	15	16	7	10	8	4	7	15	6	7	4	6	10	6	1	12	31	9	9	5	6	9	4	12	4	15	18
K20461	8	0	8	4	3	5	5	3	3	3	0	3	6	3	3	2	3	0	3	0	4	5	3	1	0	2	5	2	2	1	5	7
K20483	0	0	1	1	0	0	7	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20484	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K20485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
K20487	18	0	21	11	19	13	14	5	8	6	5	6	15	6	7	4	4	3	5	1	11	12	8	9	5	6	8	3	10	3	12	14
K20488	59	3	100	52	70	48	59	26	39	27	18	33	68	29	31	19	19	19	18	6	58	81	34	46	22	21	34	15	39	15	53	56
K20489	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0
K20490	20	1	29	15	23	17	18	7	14	11	8	8	16	6	7	5	6	8	7	2	13	17	9	11	7	7	11	4	9	4	16	20
K20491	3	0	3	1	2	1	1	0	2	0	3	0	1	0	0	0	0	1	0	0	1	0	1	2	3	1	0	0	4	1	1	1
K20492	3	0	3	1	2	1	1	0	2	0	3	0	1	0	0	0	0	1	0	0	1	0	1	2	3	1	0	0	4	1	1	1
K20509	0	0	4	1	0	0	6	3	2	1	0	2	6	1	2	1	1	0	0	0	1	1	1	3	0	0	2	1	0	0	1	0
K20527	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0
K20530	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K20534	45	3	85	44	46	34	51	23	28	24	18	29	51	37	26	21	23	15	13	6	44	63	25	33	20	33	28	13	20	11	37	41
K20541	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K20542	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K20543	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K20552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K20608	3	0	0	0	0	0	0	0	0	1	1	0	0	5	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
K20609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K20742	0	0	1	1	1	0	6	3	1	1	0	2	5	1	1	0	1	0	1	0	1	1	1	3	0	0	1	1	0	0	1	1
K20754	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K20757	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K20810	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
K20814	2	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0
K20829	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K20861	6	0	24	16	14	8	8	4	7	4	4	8	11	7	6	3	5	1	1	0	20	27	8	12	3	9	5	3	7	4	10	10
K20862	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K20866	4	1	18	11	8	7	8	4	5	5	0	7	8	4	6	3	8	0	1	0	14	15	6	7	1	6	7	4	3	4	10	11
K20881	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
